,emotion,cos_sim,amt_dialog_id,amt_dialog,os_dialog_id,os_dialog
179,Acknowledging,0.9443,4104068,- That was nice !,8547154,"- When you 're happy , huh ?
- That sounds nice ..."
180,Acknowledging,0.9442,4226687,- Greetings .,8462464,"- Come in Gun Gun come in . Greetings Rev. Priest .
- Greetings ."
181,Acknowledging,0.9442,4104068,- That was nice !,1279651,"- I hope we won 't overstay our welcome .
- Though your place is nice .
- Thanks . Yes .
- Really nice ."
182,Acknowledging,0.944,4578949,- He looks so cute .,5403520,"- First up , we have frankie .
- Yeah , she wants to take y 'all on a riverboat down the mississippi . Go , half pint . And now we have darwin .
- Ain 't he cute ?
- He 's so cute ."
183,Acknowledging,0.944,6674215,- That 's beautiful !,3667465,"- So beautiful This is beautiful
- Really beautiful"
184,Acknowledging,0.9439,5117713,"- Yeah , that 's right .",4796973,"- ALL RIGHT , ALL RIGHT , LADIES AND GENTLEMEN , EVERYBODY HAVING A GOOD TIME ?
- GOOD . YOU GUYS KNOW THIS IS NO ORDINARY NIGHT , RIGHT ? THIS IS MADISON PENROSE 'S SWEET 16 !
- ALL RIGHT !
- THAT 'S WHAT I 'M TALKING ABOUT .
- ALL RIGHT . ALL RIGHT , ALL RIGHT . LADIES AND GENTLEMEN , PUT YOUR HANDS TOGETHER AND GIVE UP THE MADDEST OF PROPS TO OUR GUEST OF HONOR , MISS MADISON PENROSE .
- THAT 'S RIGHT .
- ALL RIGHT ."
185,Acknowledging,0.9438,4104068,- That was nice !,2596799,"- Thanks a lot , Marvin .
- Fine ! Fine , fine .
- Very good . I think we 've all had it , huh ?
- Finally . Oh , that was beautiful . I 'm happy about the whole thing .
- Good ! That 's nice ."
186,Acknowledging,0.9438,4488660,"- Like this ?
- Yeah , that 's good .",3056627,"- Could you pick out just one , good one ?
- We want to enlarge
- Sure We just got married . She 's my wife Congratulations You pick one C 'mon Doesn 't matter C 'mon
- OK . This one
- Really ? You sure ? Is that good ?
- That 's good"
187,Acknowledging,0.9437,2895188,"- Goodo , that 's a relief .",3410182,"- It 's not that complicated .
- That 's a relief ."
188,Acknowledging,0.9437,6674215,- That 's beautiful !,5635880,"- Do you like it ? Very much . Wear these with it .. I completely forgot those .
- They are beautiful ! Beautiful Yes !
- How beautiful !"
189,Acknowledging,0.9436,6031016,"- That was nice .
- Uh ... Do you want to maybe go and hang out for a while ?",8103416,"- To Terje from Jim Residence Permit Wow , that was a little too much .
- That was nice ."
190,Acknowledging,0.9434,6489958,- This is very nice .,3150100,"- You know it 's very nice .
- very nice I admire you ."
191,Acknowledging,0.9434,6674215,- That 's beautiful !,1995238,"- Are you all right ? I 'm fine . And you 're beautiful .
- Very , very beautiful ."
192,Acknowledging,0.9434,7712099,- That 's really great !,4074431,"- Did you get yours ?
- Heh ! You got the wrong name on that pin .
- Good job . Way to go .
- Congratulations . Way to finish .
- That 's great !"
193,Acknowledging,0.9433,7712099,- That 's really great !,8239719,"- IT WAS GREAT .
- GREAT !"
194,Acknowledging,0.9433,7712099,- That 's really great !,2308695,"- Look this way . Now see there ? Want to go up further that way ?
- This way ?
- Yeah . That 's good .
- You 're really doing that well ."
195,Acknowledging,0.9432,7712099,- That 's really great !,2000459,"- I 'D LIKE THAT .
- GREAT ."
196,Acknowledging,0.9431,6489958,- This is very nice .,8284352,"- This is going to be great !
- The bad guys finally getting what they deserve .
- So , Jonah waited for God to destroy Nineveh . Even now , God was compassionate towards Jonah and caused a plant to grow that shaded him from the hot sun .
- Yes ! Very nice . Thank you .
- Very nice ."
197,Acknowledging,0.9431,2652683,- It 's incredible !,5078614,"- All right . This has been fun .
- That was incredible ."
198,Acknowledging,0.943,6031016,"- That was nice .
- Uh ... Do you want to maybe go and hang out for a while ?",6166222,"- Thank you , Fergus .
- That was nice ."
200,Acknowledging,0.943,4104068,- That was nice !,6793573,"- What was it like ?
- Nice ?
- It was nice ."
201,Acknowledging,0.9429,5301017,"- Oh , you are so hot .",5955295,"- You hot ?
- You look hot ."
202,Acknowledging,0.9429,1663949,"- Was the team mad , then ?
- I wasn 't happy !
- That 's pretty bad .",8005690,"- Why are you getting married ?
- He loves me . I love him .
- We have plans .
- And the bad side ?
- He 's got a bad temper .
- How bad ?
- Very bad ."
203,Acknowledging,0.9428,1663949,"- Was the team mad , then ?
- I wasn 't happy !
- That 's pretty bad .",8138759,"- So , we 're crouching behind a van , hiding from your ex-boyfriend .
- Forgive me , I 'm a little bit of a detective .
- It was a bad breakup ?
- Pretty bad ."
204,Acknowledging,0.9426,7137665,- It 's fantastic .,8085736,"- It 's gonna be great .
- Yeah , terrific ."
205,Acknowledging,0.9426,7137665,- It 's fantastic .,868346,"- Oh . Dear Sid , so many times before , in the history of motion pictures , brave men have lost their lives and limbs , and people have forgotten about it . I feel very strongly that we should dedicate the first premier to David Piper and give all the proceeds to him and his family .
- Would you please pass this on to the higher ups ? And I do think we do this to racing for what they gave this film .
- My best , Steve McQueen .
- Oh , how wonderful .
- Gosh , that is terrific . I really lost touch when I was in hospital . I never heard of anything like this .
- How very nice .
- Well , Steve 's heart was really in the right place , wasn 't it ?
- It 's fantastic ."
206,Acknowledging,0.9424,8699599,- It was there all the time !,6648143,"- You know that , uh ... family ... I was always looking for ?
- It was there all the time ."
207,Acknowledging,0.9424,6489958,- This is very nice .,316070,"- Don 't explain , I 'm just so happy you 're here .
- It 's so nice ."
208,Acknowledging,0.9423,5301017,"- Oh , you are so hot .",240782,"- You know what ? I feel hot .
- Very hot ."
209,Acknowledging,0.9421,4488660,"- Like this ?
- Yeah , that 's good .",751205,"- Yeah , you like that ? Yeah .
- That 's good . Yeah ."
210,Acknowledging,0.9421,7712099,- That 's really great !,4096368,"- You 're awesome .
- That looks good ."
211,Acknowledging,0.942,1057721,- Was just like that .,5400741,"- Just like that ?
- Just like that ."
212,Acknowledging,0.942,6674215,- That 's beautiful !,7810296,"- Oh , look . How beautiful .
- It 's lovely ."
215,Acknowledging,0.9419,6674215,- That 's beautiful !,458365,"- There 's some nasty edges on her neck , but the shoulder pieces cover them pretty well . She 's looking very godlike . She 's just so striking , and I 'm liking the way it 's going .
- That 's beautiful ."
216,Acknowledging,0.9418,4488660,"- Like this ?
- Yeah , that 's good .",3604388,"- Slightly back .
- Like this ? Yeah .
- Okay , good ."
217,Acknowledging,0.9418,6031016,"- That was nice .
- Uh ... Do you want to maybe go and hang out for a while ?",5159406,"- Nice TV .
- Yeah ? Nice ."
218,Acknowledging,0.9417,7712099,- That 's really great !,7240709,"- I 'll go get my recorder .
- That feels good !
- That 's wonderful ..."
219,Acknowledging,0.9415,4226687,- Greetings .,4807407,"- Hi Haseena , I 'm Arsh and he 's Akash .
- Greetings ."
220,Acknowledging,0.9412,6489958,- This is very nice .,5226844,"- The ground is not cold . It is very soft .
- It 's very nice ."
221,Acknowledging,0.9411,6203167,- That was amazing !,5468290,"- Wow , that was amazing .
- Still , pretty amazing ."
222,Acknowledging,0.941,5117713,"- Yeah , that 's right .",1154838,"- If I were you , I 'd save my breath .
- Latrell , what are you doing ? Plaster him up .
- All right . You got it .
- Yeah , all right ."
223,Acknowledging,0.941,1057721,- Was just like that .,7826725,"- Parked in a handicap zone .
- I 'm sure you had a good reason .
- Yes . It was the closest spot to the store . Works for me .
- Consider this taken care of . Just like that ?
- Just like that ."
224,Acknowledging,0.9409,7712099,- That 's really great !,5597114,"- Hi . There you are .
- Great . That was very good ."
225,Acknowledging,0.9408,7712099,- That 's really great !,1984342,"- That sounds great . Do you need some company or what ?
- This is great . I 'm having such a good time .
- This is great ."
226,Acknowledging,0.9406,5978031,- Very interesting .,1864406,"- Louise , get this thing moving . You 're dangerous , you know that ?
- Oh , this is interesting ."
227,Acknowledging,0.9406,4104068,- That was nice !,5191787,"- You don 't know how nice this is just sitting here with you .
- It is nice ."
228,Acknowledging,0.9406,4578949,- He looks so cute .,52903,"- That one is so cute !
- Can I see him ?
- Oh , he 's beautiful . He 's so cute ."
229,Acknowledging,0.9405,7712099,- That 's really great !,6455922,"- Great We won
- This is great"
230,Acknowledging,0.9405,1663949,"- Was the team mad , then ?
- I wasn 't happy !
- That 's pretty bad .",6996999,"- You must be losing pressure .
- This is bad ."
231,Acknowledging,0.9404,2901864,- Thanks.Bye !,6537710,"- Well , thank you very much .
- Thanks , bye ."
232,Acknowledging,0.9403,159978,- That 's pretty .,8552480,"- What 's that scar ?
- I was just a child ... Really young . Noi was 10 .
- Noi did that ?
- No . Fleeing to Thailand , a piece of shrapnel hit us both . Besides Noi , it 's all I have from Cambodia .
- I thought you were Chinese ?
- Yes , I 'm of Chinese origin , but my whole family was born in Cambodia . After Cambodia , I lived in Thailand with my brother .
- Then I left alone for China . Now I 've been in France for 5 years .
- Quite a mixture !
- Pretty , isn 't it ?
- Very pretty ."
233,Acknowledging,0.9403,159978,- That 's pretty .,4534863,"- They 're so pretty .
- Pretty , pretty , pretty !"
234,Acknowledging,0.9402,6489958,- This is very nice .,2551812,"- The great Bessarovian borscht of my career . Beautiful , beautiful . Step right in there . This will be beautiful , beautiful . Ha , ha .
- Oh , very nice ."
235,Acknowledging,0.9402,6674215,- That 's beautiful !,342516,"- So good !
- Look , how beautiful !"
236,Acknowledging,0.9401,6489958,- This is very nice .,6312167,"- I like your room .
- It 's very nice ."
237,Acknowledging,0.94,4104068,- That was nice !,1615132,"- Nice queerbook , Moone !
- Well , it is nice ."
238,Acknowledging,0.9399,6489821,- Good job !,3525336,"- Astarté !
- Good job !"
239,Acknowledging,0.9398,5978031,- Very interesting .,6472984,"- Enjoying your reading ? Yeah , I 'm learning a lot about manure .
- Very interesting ."
240,Acknowledging,0.9397,7719340,"- Well , you were pretty great .",291682,"- Oh , God , I can 't believe you were in there .
- No , it was great .
- Really ? Yeah , yeah , really , truly .
- Oh , I felt so awkward . Why ?
- I don 't know . No , it was simple , it was elegant . You missed all the cliches . You just let it be .
- It was awesome . It 's so fun to see you again . And you . I 'm so psyched you 're here .
- You were great ."
241,Acknowledging,0.9397,6674215,- That 's beautiful !,3445778,"- See what this is like . Oh , it 's quite warm !
- Oh , this is beautiful ."
242,Acknowledging,0.9393,5117713,"- Yeah , that 's right .",4651482,"- Oh , man . Stane 's got everything . then we 'll get it back , Because you 've got something he doesn 't : The iron man armor , right ?
- yeah .
- Yeah , you 're right ."
243,Acknowledging,0.9392,6203167,- That was amazing !,142960,"- That 's amazing !
- Wow ! It was worth the climb . Certainly .
- Absolutely amazing ."
244,Acknowledging,0.9391,6489958,- This is very nice .,3478671,"- You look wonderful .
- Nice place ."
245,Acknowledging,0.9391,7712099,- That 's really great !,1913681,"- More tomatoes . More for him , he hasn 't eaten in a long time .
- Cheers , boys ! Cheers !
- Long life ! That 's enough .
- It 's great ."
246,Acknowledging,0.939,6031016,"- That was nice .
- Uh ... Do you want to maybe go and hang out for a while ?",7764176,"- That was nice .
- Nicely done ."
247,Acknowledging,0.939,1051996,- That 's amazing .,2473431,"- Everything 's changed .
- This is amazing ."
248,Acknowledging,0.9388,1663949,"- Was the team mad , then ?
- I wasn 't happy !
- That 's pretty bad .",6911014,"- I stared at them , and for some reason I felt bad .
- Very bad ."
249,Acknowledging,0.9388,6031016,"- That was nice .
- Uh ... Do you want to maybe go and hang out for a while ?",1216347,"- I 'll tell you this much .
- It 's gonna look great , Daniel , when you 're finished . Like brand-new . You can walk away from here knowing that .
- That 'd be nice ."
250,Acknowledging,0.9388,7712099,- That 's really great !,1758521,"- There he is .
- guys . Here they are . they 're all over the place . They 're really neat .
- It 's great ."
251,Acknowledging,0.9386,6203167,- That was amazing !,1466105,"- That 's so pretty !
- It 's so amazing ."
252,Acknowledging,0.9385,4104068,- That was nice !,7506167,"- How did you like it ?
- It was nice ."
253,Acknowledging,0.9385,7137665,- It 's fantastic .,152423,"- Too much ?
- It 's fantastic ."
254,Acknowledging,0.9384,7719340,"- Well , you were pretty great .",2722694,"- Farewell , Jeremy . And good chance .
- You were great ."
255,Acknowledging,0.9383,1663949,"- Was the team mad , then ?
- I wasn 't happy !
- That 's pretty bad .",5931847,"- Is it bad ?
- It 's not good ."
256,Acknowledging,0.9382,6674215,- That 's beautiful !,6242133,"- Okay , let 's do this .
- Okay . Cue , Nina . I came here from Chicago and didn 't know anyone . I didn 't really want to know anyone . But you were kind , patient , funny . I was so worried about being the newcomer , and from the first moment , you all treated me like you 've known me forever . And I hope we 'll be a part of each other 's lives forever .
- Because that 's a lot better than saying goodbye .
- That 's beautiful ."
